currency,nace_r2,geo\time	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 
MIO_NAC,R-U,UKH2	0.00 	936.00 	932.00 	1078.00 	876.00 	778.00 	766.00 	703.00 	635.00 	638.00 	629.00 	664.00 	571.00 	431.00 
MIO_NAC,R-U,UKH3	0.00 	761.00 	779.00 	714.00 	563.00 	523.00 	494.00 	534.00 	548.00 	454.00 	418.00 	456.00 	399.00 	318.00 
MIO_NAC,R-U,UKI	0.00 	8876.00 	8199.00 	8032.00 	6529.00 	6578.00 	5761.00 	5646.00 	5371.00 	5040.00 	4699.00 	4600.00 	4148.00 	3904.00 
MIO_NAC,R-U,UKJ	0.00 	5407.00 	5453.00 	5615.00 	4912.00 	4859.00 	4468.00 	4023.00 	3712.00 	3643.00 	3536.00 	3123.00 	2907.00 	2693.00 
MIO_NAC,R-U,UKJ1	0.00 	1804.00 	1886.00 	2054.00 	1855.00 	1851.00 	1523.00 	1284.00 	1311.00 	1303.00 	1112.00 	926.00 	861.00 	881.00 
MIO_NAC,R-U,UKJ2	0.00 	1746.00 	1717.00 	1698.00 	1517.00 	1409.00 	1431.00 	1298.00 	1214.00 	1160.00 	1157.00 	997.00 	1002.00 	961.00 
MIO_NAC,R-U,UKJ3	0.00 	1067.00 	1046.00 	1137.00 	932.00 	970.00 	886.00 	915.00 	734.00 	639.00 	688.00 	753.00 	606.00 	502.00 
MIO_NAC,R-U,UKJ4	0.00 	790.00 	804.00 	726.00 	608.00 	629.00 	628.00 	526.00 	453.00 	541.00 	579.00 	447.00 	438.00 	349.00 
MIO_NAC,R-U,UKK	0.00 	2587.00 	2447.00 	2630.00 	2400.00 	2265.00 	2278.00 	2061.00 	1964.00 	1753.00 	1812.00 	1720.00 	1596.00 	1432.00 
MIO_NAC,R-U,UKK1	0.00 	1336.00 	1228.00 	1216.00 	1134.00 	1055.00 	1067.00 	952.00 	959.00 	848.00 	864.00 	796.00 	754.00 	667.00 
MIO_NAC,R-U,UKK2	0.00 	554.00 	547.00 	602.00 	523.00 	499.00 	519.00 	436.00 	360.00 	384.00 	404.00 	318.00 	422.00 	385.00 
MIO_NAC,R-U,UKK3	0.00 	201.00 	208.00 	283.00 	260.00 	257.00 	216.00 	192.00 	188.00 	172.00 	177.00 	176.00 	96.00 	93.00 
MIO_NAC,R-U,UKK4	0.00 	496.00 	464.00 	529.00 	483.00 	454.00 	476.00 	481.00 	457.00 	349.00 	367.00 	430.00 	324.00 	287.00 
MIO_NAC,R-U,UKL	0.00 	1054.00 	1085.00 	874.00 	783.00 	810.00 	820.00 	762.00 	794.00 	754.00 	698.00 	604.00 	511.00 	495.00 
MIO_NAC,R-U,UKL1	0.00 	604.00 	640.00 	507.00 	442.00 	471.00 	465.00 	446.00 	444.00 	403.00 	395.00 	332.00 	262.00 	265.00 
MIO_NAC,R-U,UKL2	0.00 	450.00 	445.00 	367.00 	341.00 	339.00 	355.00 	316.00 	350.00 	351.00 	303.00 	272.00 	249.00 	230.00 
MIO_NAC,R-U,UKM	: 	2546.00 	2235.00 	2116.00 	1900.00 	1840.00 	1898.00 	1858.00 	1643.00 	1658.00 	1550.00 	1517.00 	1380.00 	1250.00 
MIO_NAC,R-U,UKM2	: 	1026.00 	895.00 	767.00 	727.00 	684.00 	676.00 	675.00 	647.00 	661.00 	562.00 	555.00 	528.00 	499.00 
MIO_NAC,R-U,UKM3	: 	1059.00 	922.00 	958.00 	823.00 	780.00 	812.00 	723.00 	667.00 	681.00 	695.00 	693.00 	563.00 	522.00 
MIO_NAC,R-U,UKM5	: 	254.00 	216.00 	218.00 	201.00 	217.00 	223.00 	267.00 	221.00 	198.00 	183.00 	147.00 	182.00 	140.00 
MIO_NAC,R-U,UKM6	: 	207.00 	202.00 	173.00 	149.00 	159.00 	187.00 	193.00 	108.00 	118.00 	110.00 	122.00 	107.00 	89.00 
MIO_NAC,R-U,UKN	0.00 	570.00 	595.00 	523.00 	485.00 	441.00 	432.00 	409.00 	413.00 	413.00 	384.00 	366.00 	360.00 	315.00 
MIO_NAC,R-U,UKN0	0.00 	570.00 	595.00 	523.00 	485.00 	441.00 	432.00 	409.00 	413.00 	413.00 	384.00 	366.00 	360.00 	315.00 
MIO_NAC,R-U,UKZ	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
MIO_NAC,R-U,UKZZ	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
MIO_NAC,TOTAL,AT	154547.00 	150342.00 	144343.00 	138905.00 	136224.00 	134961.00 	128190.00 	122035.00 	116421.00 	112748.00 	109981.00 	107547.00 	105585.00 	103345.00 
MIO_NAC,TOTAL,AT1	68966.00 	67280.00 	64731.00 	62571.00 	61506.00 	60466.00 	57334.00 	54602.00 	52133.00 	50840.00 	49849.00 	49172.00 	48148.00 	47495.00 
MIO_NAC,TOTAL,AT11	3518.00 	3397.00 	3254.00 	3115.00 	3024.00 	2951.00 	2873.00 	2744.00 	2618.00 	2543.00 	2501.00 	2422.00 	2351.00 	2316.00 
MIO_NAC,TOTAL,AT12	23187.00 	22595.00 	21739.00 	21017.00 	20529.00 	20352.00 	19286.00 	18406.00 	17471.00 	17050.00 	16708.00 	16375.00 	16013.00 	15906.00 
MIO_NAC,TOTAL,AT13	42261.00 	41288.00 	39738.00 	38438.00 	37953.00 	37164.00 	35174.00 	33452.00 	32044.00 	31248.00 	30641.00 	30375.00 	29784.00 	29273.00 
MIO_NAC,TOTAL,AT2	28861.00 	28244.00 	27218.00 	26141.00 	25544.00 	25609.00 	24428.00 	23345.00 	22305.00 	21518.00 	20665.00 	20121.00 	19834.00 	19455.00 
MIO_NAC,TOTAL,AT21	8668.00 	8508.00 	8235.00 	7993.00 	7861.00 	7891.00 	7550.00 	7206.00 	6834.00 	6609.00 	6402.00 	6244.00 	6138.00 	5995.00 
MIO_NAC,TOTAL,AT22	20193.00 	19736.00 	18983.00 	18147.00 	17683.00 	17718.00 	16879.00 	16139.00 	15470.00 	14909.00 	14263.00 	13877.00 	13696.00 	13460.00 
MIO_NAC,TOTAL,AT3	56669.00 	54767.00 	52342.00 	50141.00 	49120.00 	48837.00 	46381.00 	44042.00 	41937.00 	40344.00 	39421.00 	38201.00 	37548.00 	36352.00 
MIO_NAC,TOTAL,AT31	26573.00 	25695.00 	24524.00 	23426.00 	23115.00 	23028.00 	21806.00 	20642.00 	19702.00 	18952.00 	18540.00 	18003.00 	17828.00 	17217.00 
MIO_NAC,TOTAL,AT32	10671.00 	10365.00 	9876.00 	9516.00 	9273.00 	9218.00 	8786.00 	8392.00 	7996.00 	7676.00 	7473.00 	7200.00 	7000.00 	6833.00 
MIO_NAC,TOTAL,AT33	12763.00 	12361.00 	11805.00 	11316.00 	11016.00 	10896.00 	10372.00 	9891.00 	9362.00 	9023.00 	8772.00 	8450.00 	8269.00 	7992.00 
MIO_NAC,TOTAL,AT34	6663.00 	6346.00 	6136.00 	5884.00 	5716.00 	5695.00 	5417.00 	5116.00 	4878.00 	4693.00 	4636.00 	4548.00 	4451.00 	4310.00 
MIO_NAC,TOTAL,ATZ	51.00 	50.00 	52.00 	53.00 	54.00 	50.00 	47.00 	46.00 	46.00 	45.00 	45.00 	54.00 	55.00 	42.00 
MIO_NAC,TOTAL,ATZZ	51.00 	50.00 	52.00 	53.00 	54.00 	50.00 	47.00 	46.00 	46.00 	45.00 	45.00 	54.00 	55.00 	42.00 
MIO_NAC,TOTAL,BE	202138.30 	198249.40 	191626.10 	183229.00 	179623.30 	178361.40 	168895.20 	160240.00 	152853.60 	147734.00 	143567.40 	: 	: 	: 
MIO_NAC,TOTAL,BE1	39054.00 	38309.20 	37301.70 	35708.10 	35245.00 	34525.30 	33299.30 	31389.60 	30826.30 	29529.50 	29343.30 	: 	: 	: 
MIO_NAC,TOTAL,BE10	39054.00 	38309.20 	37301.70 	35708.10 	35245.00 	34525.30 	33299.30 	31389.60 	30826.30 	29529.50 	29343.30 	: 	: 	: 
MIO_NAC,TOTAL,BE2	113633.20 	111580.30 	107461.30 	102939.00 	100831.10 	100955.50 	95238.90 	90236.10 	85441.90 	82928.40 	80180.80 	: 	: 	: 
MIO_NAC,TOTAL,BE21	36523.90 	35805.30 	34583.90 	33526.90 	32743.30 	32869.90 	31067.50 	29513.20 	28071.10 	27245.80 	26435.90 	: 	: 	: 
MIO_NAC,TOTAL,BE22	12818.90 	12563.00 	12248.60 	11624.30 	11294.10 	11403.60 	10873.60 	10317.00 	9689.00 	9552.80 	9216.90 	: 	: 	: 
MIO_NAC,TOTAL,BE23	23587.20 	23047.10 	22207.10 	21061.40 	20580.90 	20477.00 	19237.50 	18220.40 	17282.70 	16734.20 	16161.70 	: 	: 	: 
MIO_NAC,TOTAL,BE24	21515.30 	21269.10 	20286.50 	19443.30 	19286.00 	19224.30 	18042.40 	16938.60 	15965.20 	15408.40 	14738.40 	: 	: 	: 
MIO_NAC,TOTAL,BE25	19187.90 	18895.80 	18135.20 	17283.10 	16926.80 	16980.70 	16017.90 	15246.90 	14433.90 	13987.20 	13627.90 	: 	: 	: 
MIO_NAC,TOTAL,BE3	49232.50 	48145.80 	46659.30 	44385.20 	43391.00 	42730.20 	40212.80 	38474.00 	36442.50 	35099.00 	33814.70 	: 	: 	: 
MIO_NAC,TOTAL,BE31	7174.40 	6896.70 	6683.20 	6302.80 	6143.40 	6004.10 	5585.40 	5176.50 	4798.60 	4585.00 	4356.40 	: 	: 	: 
MIO_NAC,TOTAL,BE32	16843.70 	16496.00 	15993.10 	15223.10 	14929.70 	14819.20 	13972.90 	13438.70 	12789.00 	12357.20 	11958.00 	: 	: 	: 
MIO_NAC,TOTAL,BE33	15350.40 	15073.10 	14602.30 	13937.90 	13685.00 	13540.40 	12743.80 	12228.80 	11654.30 	11231.10 	10863.00 	: 	: 	: 
MIO_NAC,TOTAL,BE34	3361.90 	3320.10 	3225.40 	3035.60 	2957.80 	2881.40 	2747.40 	2673.20 	2499.60 	2413.70 	2315.80 	: 	: 	: 
MIO_NAC,TOTAL,BE35	6502.10 	6359.90 	6155.30 	5885.80 	5675.10 	5485.10 	5163.30 	4956.80 	4701.00 	4512.00 	4321.50 	: 	: 	: 
MIO_NAC,TOTAL,BEZ	218.60 	214.10 	203.80 	196.70 	156.20 	150.40 	144.20 	140.30 	142.90 	177.10 	228.60 	: 	: 	: 
MIO_NAC,TOTAL,BEZZ	218.60 	214.10 	203.80 	196.70 	156.20 	150.40 	144.20 	140.30 	142.90 	177.10 	228.60 	: 	: 	: 
MIO_NAC,TOTAL,BG	32527.79 	30239.82 	28589.95 	27193.60 	25869.55 	24451.42 	20443.82 	17415.67 	15710.13 	13851.11 	12687.18 	11748.48 	11047.34 	9969.59 
MIO_NAC,TOTAL,BG3	12041.14 	11179.93 	10756.35 	10101.65 	10037.01 	9581.16 	7640.90 	7359.99 	6878.09 	6140.99 	5580.96 	5295.99 	5015.14 	4566.68 
MIO_NAC,TOTAL,BG31	2177.50 	2045.53 	1996.57 	1871.81 	1916.42 	1823.72 	1315.57 	1473.99 	1430.69 	1297.11 	1206.01 	1169.10 	1135.73 	1043.90 
MIO_NAC,TOTAL,BG32	2587.53 	2402.25 	2323.73 	2172.24 	2094.04 	2027.12 	1672.74 	1619.06 	1547.01 	1377.31 	1247.64 	1188.75 	1122.22 	1044.33 
MIO_NAC,TOTAL,BG33	3383.63 	3170.17 	3005.18 	2773.98 	2724.83 	2572.11 	2131.42 	1961.87 	1798.43 	1582.36 	1426.59 	1295.60 	1234.63 	1126.17 
MIO_NAC,TOTAL,BG34	3892.48 	3561.98 	3430.87 	3283.63 	3301.72 	3158.22 	2521.18 	2305.07 	2101.98 	1884.21 	1700.73 	1642.54 	1522.57 	1352.28 
MIO_NAC,TOTAL,BG4	20486.65 	19059.89 	17833.61 	17091.95 	15832.54 	14870.26 	12802.93 	10055.68 	8832.03 	7710.12 	7106.22 	6452.49 	6032.20 	5402.92 
MIO_NAC,TOTAL,BG41	16186.73 	15005.28 	13972.30 	13482.56 	12373.54 	11536.50 	10241.25 	7560.92 	6471.36 	5642.95 	5250.24 	4745.98 	4401.22 	3893.02 
MIO_NAC,TOTAL,BG42	4299.92 	4054.61 	3861.31 	3609.39 	3459.01 	3333.76 	2561.67 	2494.76 	2360.67 	2067.17 	1855.98 	1706.51 	1630.98 	1509.90 
MIO_NAC,TOTAL,CZ	1674527.00 	1663468.00 	1625743.00 	1589052.00 	1568561.00 	1616849.00 	1513254.00 	1394034.00 	1299197.00 	1212406.00 	1118599.00 	1060973.00 	988445.00 	915193.00 
MIO_NAC,TOTAL,CZ0	1674527.00 	1663468.00 	1625743.00 	1589052.00 	1568561.00 	1616849.00 	1513254.00 	1394034.00 	1299197.00 	1212406.00 	1118599.00 	1060973.00 	988445.00 	915193.00 
MIO_NAC,TOTAL,CZ01	436074.00 	432964.00 	420469.00 	422000.00 	399056.00 	405646.00 	374828.00 	343693.00 	317634.00 	290338.00 	262783.00 	246704.00 	228615.00 	208684.00 
MIO_NAC,TOTAL,CZ02	164194.00 	162439.00 	157672.00 	151167.00 	147964.00 	147613.00 	144316.00 	132795.00 	123533.00 	112813.00 	104921.00 	98269.00 	91462.00 	84691.00 
MIO_NAC,TOTAL,CZ03	170828.00 	169145.00 	164819.00 	160737.00 	159713.00 	163404.00 	156610.00 	147824.00 	139208.00 	131107.00 	120631.00 	114265.00 	105982.00 	98993.00 
MIO_NAC,TOTAL,CZ04	129197.00 	130331.00 	130907.00 	129368.00 	130961.00 	133542.00 	125703.00 	118450.00 	112674.00 	106784.00 	100169.00 	96521.00 	90482.00 	86263.00 
MIO_NAC,TOTAL,CZ05	196066.00 	194977.00 	191266.00 	186369.00 	190926.00 	197493.00 	198581.00 	172195.00 	162034.00 	153290.00 	141646.00 	135033.00 	125766.00 	117018.00 
MIO_NAC,TOTAL,CZ06	251628.00 	246688.00 	240974.00 	232315.00 	231421.00 	244627.00 	218084.00 	204714.00 	186255.00 	174598.00 	162140.00 	153310.00 	141317.00 	129561.00 
MIO_NAC,TOTAL,CZ07	156745.00 	157034.00 	151696.00 	145312.00 	144668.00 	153452.00 	141335.00 	131552.00 	123690.00 	116621.00 	108350.00 	103497.00 	97705.00 	90663.00 
MIO_NAC,TOTAL,CZ08	169795.00 	169890.00 	167940.00 	161784.00 	163852.00 	171072.00 	153797.00 	142811.00 	134169.00 	126855.00 	117959.00 	113374.00 	107116.00 	99320.00 
MIO_NAC,TOTAL,DE	1426227.00 	1387626.00 	1336659.00 	1281963.00 	1245663.00 	1241273.00 	1197070.00 	1165287.00 	1145877.00 	1148422.00 	1146217.00 	1144758.00 	1137729.00 	1120526.00 
MIO_NAC,TOTAL,DE1	216648.83 	209745.92 	201138.79 	192037.68 	185879.95 	189488.56 	183416.10 	178372.95 	174203.65 	173724.99 	173497.10 	172259.49 	170566.30 	165861.95 
MIO_NAC,TOTAL,DE11	88751.56 	85854.50 	81885.59 	77778.93 	75442.37 	77636.35 	74722.02 	72969.59 	71072.31 	71218.62 	71138.57 	70428.08 	69487.62 	67459.57 
MIO_NAC,TOTAL,DE12	54358.12 	52936.63 	51094.56 	49121.41 	47645.92 	48063.66 	46700.83 	45438.20 	44656.71 	44305.74 	44179.28 	44019.45 	43843.04 	42807.25 
MIO_NAC,TOTAL,DE13	38876.32 	37567.75 	36062.80 	34534.79 	33293.74 	33817.33 	32952.28 	31977.81 	31203.70 	31189.09 	31120.99 	30935.33 	30800.32 	29900.42 
MIO_NAC,TOTAL,DE14	34662.81 	33387.05 	32095.84 	30602.55 	29497.91 	29971.23 	29040.97 	27987.35 	27270.94 	27011.54 	27058.26 	26876.63 	26435.32 	25694.71 
MIO_NAC,TOTAL,DE2	251278.73 	243559.66 	233121.64 	222485.75 	214546.28 	214825.81 	206004.54 	199010.31 	194741.34 	193970.37 	193298.84 	193116.78 	191544.78 	186257.90 
MIO_NAC,TOTAL,DE21	103940.46 	99875.72 	95194.69 	90951.00 	87634.22 	84866.10 	80554.58 	77641.14 	76249.71 	75659.40 	75395.29 	74243.33 	74603.73 	71568.18 
MIO_NAC,TOTAL,DE22	19695.58 	19053.88 	18163.95 	17311.55 	16641.11 	17258.51 	16858.06 	16315.68 	15873.35 	15783.73 	15666.78 	16022.97 	15186.58 	14878.37 
MIO_NAC,TOTAL,DE23	19499.26 	18981.45 	18226.63 	17381.67 	16751.25 	16982.50 	16644.07 	16082.92 	15597.94 	15566.62 	15489.55 	15626.51 	15150.03 	14700.53 
MIO_NAC,TOTAL,DE24	17967.64 	17615.17 	16952.53 	16164.12 	15608.12 	16276.18 	15763.97 	15310.66 	14998.08 	14967.23 	15082.52 	15350.43 	15318.37 	15167.55 
MIO_NAC,TOTAL,DE25	35275.51 	34727.00 	33211.34 	31686.00 	30544.62 	30980.85 	29566.53 	28616.80 	27989.75 	28077.19 	27893.54 	27693.21 	27950.12 	27364.55 
MIO_NAC,TOTAL,DE26	22899.19 	22393.46 	21619.90 	20712.23 	20030.09 	20802.60 	19986.39 	19251.99 	18894.77 	18875.17 	18758.63 	18859.82 	18562.83 	18283.46 
MIO_NAC,TOTAL,DE27	32001.09 	30912.98 	29752.61 	28279.19 	27336.88 	27659.07 	26630.95 	25791.12 	25137.73 	25041.02 	25012.53 	25320.51 	24773.13 	24295.26 
MIO_NAC,TOTAL,DE3	58172.40 	56059.57 	53946.93 	51710.34 	49926.81 	48768.12 	47020.99 	45882.68 	45408.40 	45792.98 	45896.51 	46553.71 	46973.41 	47061.36 
MIO_NAC,TOTAL,DE30	58172.40 	56059.57 	53946.93 	51710.34 	49926.81 	48768.12 	47020.99 	45882.68 	45408.40 	45792.98 	45896.51 	46553.71 	46973.41 	47061.36 
MIO_NAC,TOTAL,DE4	29156.37 	28443.41 	27891.14 	26934.09 	26148.59 	25578.42 	24755.70 	23942.33 	23661.89 	23809.16 	23860.39 	24143.98 	24116.44 	24327.91 
MIO_NAC,TOTAL,DE40	29156.37 	28443.41 	27891.14 	26934.09 	26148.59 	25578.42 	24755.70 	23942.33 	23661.89 	23809.16 	23860.39 	24143.98 	24116.44 	24327.91 
MIO_NAC,TOTAL,DE5	14856.22 	14430.82 	13913.66 	13399.26 	13164.00 	13143.14 	12653.90 	12352.05 	12021.17 	12000.74 	12058.66 	11884.23 	11867.06 	11621.98 
MIO_NAC,TOTAL,DE50	14856.22 	14430.82 	13913.66 	13399.26 	13164.00 	13143.14 	12653.90 	12352.05 	12021.17 	12000.74 	12058.66 	11884.23 	11867.06 	11621.98 
MIO_NAC,TOTAL,DE6	47878.97 	46379.64 	44380.26 	42849.79 	42142.47 	41153.13 	39364.49 	38188.70 	37429.33 	36760.75 	36570.64 	36648.40 	36353.75 	35371.65 
MIO_NAC,TOTAL,DE60	47878.97 	46379.64 	44380.26 	42849.79 	42142.47 	41153.13 	39364.49 	38188.70 	37429.33 	36760.75 	36570.64 	36648.40 	36353.75 	35371.65 
MIO_NAC,TOTAL,DE7	123865.19 	120801.57 	117572.08 	113072.44 	111138.72 	111783.11 	107274.67 	103821.14 	101673.34 	102053.37 	102428.47 	101889.04 	100706.01 	98452.46 
MIO_NAC,TOTAL,DE71	84111.45 	82140.46 	80034.24 	77057.14 	76193.26 	76745.31 	72665.45 	70293.17 	68938.60 	68926.29 	69167.02 	68877.86 	68099.25 	66202.69 
MIO_NAC,TOTAL,DE72	17254.24 	16890.47 	16433.81 	15739.28 	15346.95 	15475.13 	15209.30 	14729.62 	14420.33 	14595.83 	14655.67 	14578.55 	14257.20 	14168.38 
MIO_NAC,TOTAL,DE73	22499.52 	21770.64 	21104.03 	20276.01 	19598.47 	19562.66 	19399.91 	18798.36 	18314.41 	18531.25 	18605.77 	18432.65 	18349.57 	18081.39 
MIO_NAC,TOTAL,DE8	19190.11 	18961.05 	18415.59 	17923.46 	17543.25 	17104.43 	16654.62 	16164.98 	16039.20 	16072.80 	16146.30 	16259.59 	16182.81 	16343.57 
MIO_NAC,TOTAL,DE80	19190.11 	18961.05 	18415.59 	17923.46 	17543.25 	17104.43 	16654.62 	16164.98 	16039.20 	16072.80 	16146.30 	16259.59 	16182.81 	16343.57 
MIO_NAC,TOTAL,DE9	121240.03 	117524.77 	113080.25 	108184.08 	105088.10 	103102.42 	99973.62 	98128.69 	95604.83 	96982.99 	97119.15 	96419.27 	95867.61 	95024.49 
MIO_NAC,TOTAL,DE91	29117.62 	27962.57 	26405.80 	24935.61 	24145.51 	23874.40 	23797.35 	23561.24 	22783.14 	23236.92 	23578.10 	22945.97 	23048.22 	22916.70 
MIO_NAC,TOTAL,DE92	35780.97 	34736.31 	33663.26 	32418.82 	31721.91 	31214.53 	30805.42 	30642.75 	29703.60 	30238.34 	30056.18 	30452.60 	29722.49 	29702.43 
MIO_NAC,TOTAL,DE93	19625.26 	19191.67 	18656.27 	18032.95 	17491.89 	17009.71 	16567.66 	15870.72 	15767.01 	16006.85 	15780.38 	15874.21 	15842.57 	15651.91 
MIO_NAC,TOTAL,DE94	36716.18 	35634.21 	34354.92 	32796.70 	31728.80 	31003.78 	28803.19 	28053.99 	27351.09 	27500.89 	27704.49 	27146.49 	27254.33 	26753.45 
MIO_NAC,TOTAL,DEA	314770.59 	308863.34 	296933.35 	284327.48 	277067.09 	275189.50 	265030.15 	259446.11 	257950.60 	258560.79 	257292.94 	257976.26 	256356.17 	254076.01 
MIO_NAC,TOTAL,DEA1	96228.02 	94428.86 	91032.92 	87385.07 	85473.83 	84844.11 	81256.73 	79665.74 	79567.16 	79482.84 	78983.09 	78987.65 	78591.51 	78018.45 
MIO_NAC,TOTAL,DEA2	80673.61 	79084.19 	75920.53 	72777.67 	70792.89 	70066.34 	66582.06 	65291.74 	64928.11 	65092.26 	65002.07 	65358.01 	64381.73 	63410.45 
MIO_NAC,TOTAL,DEA3	40589.85 	39759.03 	38102.84 	36390.00 	35367.54 	34700.08 	33795.38 	33069.35 	32808.02 	33096.42 	32646.72 	32641.36 	32534.32 	32433.39 
MIO_NAC,TOTAL,DEA4	35884.74 	35284.69 	33735.00 	32196.64 	31380.20 	31393.72 	30713.65 	29837.50 	29386.52 	29376.42 	29362.97 	29472.42 	29447.07 	28984.61 
MIO_NAC,TOTAL,DEA5	61394.37 	60306.58 	58142.06 	55578.09 	54052.63 	54185.25 	52682.32 	51581.78 	51260.80 	51512.84 	51298.09 	51516.83 	51401.54 	51229.12 
MIO_NAC,TOTAL,DEB	63218.71 	60830.01 	58891.17 	56864.94 	55599.72 	54852.86 	53167.65 	51835.24 	51018.24 	51258.02 	50990.19 	50695.56 	50428.77 	49790.74 
MIO_NAC,TOTAL,DEB1	21885.05 	21081.73 	20505.01 	20033.10 	19551.02 	19416.68 	18838.74 	18365.61 	18079.46 	18271.71 	18122.07 	18171.35 	18043.16 	17866.11 
MIO_NAC,TOTAL,DEB2	7363.95 	7100.86 	6926.68 	6737.87 	6541.50 	6436.44 	6262.51 	6064.20 	5992.98 	6053.13 	5991.61 	5930.84 	5871.65 	5786.80 
MIO_NAC,TOTAL,DEB3	33969.74 	32647.43 	31459.48 	30093.96 	29507.23 	28999.72 	28066.39 	27405.43 	26945.78 	26933.19 	26876.51 	26593.37 	26513.96 	26137.83 
MIO_NAC,TOTAL,DEC	17389.21 	17029.59 	16735.73 	16071.77 	15408.27 	15651.65 	15556.99 	15263.45 	15144.89 	15146.97 	14934.99 	14872.99 	15076.20 	14632.64 
MIO_NAC,TOTAL,DEC0	17389.21 	17029.59 	16735.73 	16071.77 	15408.27 	15651.65 	15556.99 	15263.45 	15144.89 	15146.97 	14934.99 	14872.99 	15076.20 	14632.64 
MIO_NAC,TOTAL,DED	53774.79 	52276.59 	50652.80 	48980.21 	47251.05 	46873.22 	45155.92 	43825.26 	42927.77 	43618.02 	43488.87 	43145.07 	43114.53 	43344.58 
MIO_NAC,TOTAL,DED2	21509.58 	20927.07 	20253.88 	19632.21 	18954.41 	18882.85 	18170.53 	17634.85 	17271.06 	17509.21 	17451.99 	17283.79 	17192.04 	17187.27 
MIO_NAC,TOTAL,DED4	18096.92 	17775.49 	17328.57 	16742.97 	16100.97 	16050.08 	15491.63 	15056.83 	14828.14 	15142.47 	15124.21 	15072.33 	15100.11 	15208.40 
MIO_NAC,TOTAL,DED5	14168.30 	13574.03 	13070.35 	12605.03 	12195.67 	11940.30 	11493.77 	11133.58 	10828.58 	10966.34 	10912.67 	10788.95 	10822.37 	10948.90 
MIO_NAC,TOTAL,DEE	27370.03 	27040.36 	26333.65 	25527.87 	24691.61 	24079.25 	23115.20 	22654.99 	22276.29 	22541.85 	22478.91 	22551.17 	22506.57 	22783.91 
MIO_NAC,TOTAL,DEE0	27370.03 	27040.36 	26333.65 	25527.87 	24691.61 	24079.25 	23115.20 	22654.99 	22276.29 	22541.85 	22478.91 	22551.17 	22506.57 	22783.91 
MIO_NAC,TOTAL,DEF	39357.46 	38285.49 	37217.99 	36047.35 	35334.76 	34934.26 	33994.27 	33125.48 	32929.96 	33149.37 	33430.69 	33589.25 	33414.02 	32923.38 
MIO_NAC,TOTAL,DEF0	39357.46 	38285.49 	37217.99 	36047.35 	35334.76 	34934.26 	33994.27 	33125.48 	32929.96 	33149.37 	33430.69 	33589.25 	33414.02 	32923.38 
MIO_NAC,TOTAL,DEG	28059.37 	27394.20 	26433.96 	25546.50 	24732.34 	24745.13 	23931.23 	23272.66 	22846.13 	22978.83 	22724.36 	22753.20 	22654.57 	22651.48 
MIO_NAC,TOTAL,DEG0	28059.37 	27394.20 	26433.96 	25546.50 	24732.34 	24745.13 	23931.23 	23272.66 	22846.13 	22978.83 	22724.36 	22753.20 	22654.57 	22651.48 
MIO_NAC,TOTAL,DK	989948.00 	977516.00 	966474.00 	953668.00 	945677.00 	949819.00 	902639.00 	848967.00 	800932.00 	762991.00 	741113.00 	722152.00 	696905.00 	662277.00 
MIO_NAC,TOTAL,DK0	985420.00 	972468.00 	961710.00 	948800.00 	941065.00 	945588.00 	898178.00 	845767.00 	797855.00 	759734.00 	737132.00 	718654.00 	693469.00 	659524.00 
MIO_NAC,TOTAL,DK01	391763.00 	385626.00 	379849.00 	373167.00 	365876.00 	362246.00 	339407.00 	320797.00 	302691.00 	287960.00 	278391.00 	273888.00 	265816.00 	250732.00 
MIO_NAC,TOTAL,DK02	102489.00 	101905.00 	101452.00 	102045.00 	102013.00 	102922.00 	99730.00 	95706.00 	90340.00 	86457.00 	82716.00 	80256.00 	76908.00 	73889.00 
MIO_NAC,TOTAL,DK03	188747.00 	186378.00 	185049.00 	183002.00 	184093.00 	187386.00 	179356.00 	166762.00 	157714.00 	150289.00 	147276.00 	142386.00 	137423.00 	131433.00 
MIO_NAC,TOTAL,DK04	211588.00 	208779.00 	207225.00 	203644.00 	202610.00 	205402.00 	195564.00 	183709.00 	172726.00 	163493.00 	158586.00 	154052.00 	148247.00 	141027.00 
MIO_NAC,TOTAL,DK05	90833.00 	89781.00 	88136.00 	86941.00 	86473.00 	87632.00 	84122.00 	78793.00 	74385.00 	71533.00 	70163.00 	68072.00 	65074.00 	62443.00 
MIO_NAC,TOTAL,DKZ	4528.00 	5047.00 	4764.00 	4869.00 	4613.00 	4231.00 	4461.00 	3200.00 	3076.00 	3257.00 	3981.00 	3498.00 	3436.00 	2753.00 
MIO_NAC,TOTAL,DKZZ	4528.00 	5047.00 	4764.00 	4869.00 	4613.00 	4231.00 	4461.00 	3200.00 	3076.00 	3257.00 	3981.00 	3498.00 	3436.00 	2753.00 
