currency,nace_r2,geo\time	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 
MIO_NAC,TOTAL,EE	8626.60 	8077.50 	7457.90 	6957.20 	7141.70 	8238.00 	7356.00 	5917.40 	4933.00 	4278.50 	3862.70 	3441.50 	3107.00 	2789.10 
MIO_NAC,TOTAL,EE0	8626.60 	8077.50 	7457.90 	6957.20 	7141.70 	8238.00 	7356.00 	5917.40 	4933.00 	4278.50 	3862.70 	3441.50 	3107.00 	2789.10 
MIO_NAC,TOTAL,EE00	8626.60 	8077.50 	7457.90 	6957.20 	7141.70 	8238.00 	7356.00 	5917.40 	4933.00 	4278.50 	3862.70 	3441.50 	3107.00 	2789.10 
MIO_NAC,TOTAL,EL	59320.23 	66080.12 	73259.40 	82130.36 	84874.50 	82947.43 	78440.90 	73066.11 	68270.67 	64137.94 	59461.46 	54048.09 	46906.18 	43481.62 
MIO_NAC,TOTAL,EL3	28172.75 	31588.96 	34836.59 	39265.52 	40412.58 	39193.47 	37047.72 	34711.11 	32510.29 	30426.02 	28049.85 	25552.51 	21962.72 	20182.69 
MIO_NAC,TOTAL,EL30	28172.75 	31588.96 	34836.59 	39265.52 	40412.58 	39193.47 	37047.72 	34711.11 	32510.29 	30426.02 	28049.85 	25552.51 	21962.72 	20182.69 
MIO_NAC,TOTAL,EL4	5704.94 	6143.46 	6890.11 	7765.13 	8116.64 	8023.14 	7447.21 	6891.00 	6500.77 	5980.04 	5430.75 	4792.83 	4206.62 	3917.16 
MIO_NAC,TOTAL,EL41	894.69 	973.49 	1097.64 	1195.75 	1276.87 	1255.55 	1159.98 	1042.63 	982.45 	884.86 	805.10 	671.97 	591.18 	560.84 
MIO_NAC,TOTAL,EL42	1875.45 	2091.25 	2330.98 	2602.99 	2700.87 	2718.27 	2541.49 	2327.30 	2188.03 	1979.96 	1832.44 	1615.00 	1436.91 	1366.15 
MIO_NAC,TOTAL,EL43	2934.80 	3078.73 	3461.49 	3966.39 	4138.90 	4049.32 	3745.74 	3521.07 	3330.29 	3115.23 	2793.22 	2505.85 	2178.52 	1990.17 
MIO_NAC,TOTAL,EL5	13617.22 	15323.41 	17062.00 	18931.50 	19440.73 	18929.26 	17856.36 	16417.07 	15386.70 	14664.30 	13594.21 	12415.20 	10865.79 	10131.91 
MIO_NAC,TOTAL,EL51	2498.05 	2868.63 	3170.55 	3624.22 	3668.11 	3508.10 	3216.67 	2915.49 	2775.08 	2639.93 	2460.49 	2271.57 	1959.65 	1847.17 
MIO_NAC,TOTAL,EL52	8349.82 	9309.74 	10364.61 	11516.17 	12046.80 	11856.30 	11147.58 	10190.41 	9388.92 	9012.26 	8237.95 	7522.97 	6685.82 	6191.99 
MIO_NAC,TOTAL,EL53	1442.53 	1685.34 	1853.75 	1990.58 	1912.18 	1755.64 	1795.53 	1739.07 	1699.36 	1567.87 	1479.45 	1308.29 	1114.84 	1052.05 
MIO_NAC,TOTAL,EL54	1326.82 	1459.70 	1673.09 	1800.53 	1813.64 	1809.22 	1696.58 	1572.10 	1523.34 	1444.23 	1416.31 	1312.37 	1105.48 	1040.70 
MIO_NAC,TOTAL,EL6	11825.32 	13024.30 	14470.70 	16168.23 	16904.55 	16801.57 	16089.61 	15046.92 	13872.90 	13067.58 	12386.66 	11287.56 	9871.05 	9249.85 
MIO_NAC,TOTAL,EL61	3131.07 	3362.62 	3592.83 	4008.58 	4372.19 	4291.27 	4084.46 	3858.53 	3430.93 	3383.12 	3206.62 	2788.25 	2440.47 	2220.15 
MIO_NAC,TOTAL,EL62	952.73 	1082.78 	1182.45 	1392.31 	1443.23 	1459.21 	1360.60 	1276.33 	1212.52 	1103.41 	1054.25 	910.44 	820.20 	755.29 
MIO_NAC,TOTAL,EL63	2703.04 	3044.67 	3368.63 	3813.69 	3891.14 	3879.23 	3796.03 	3551.23 	3232.05 	2999.08 	2762.05 	2529.24 	2122.78 	1994.27 
MIO_NAC,TOTAL,EL64	2595.35 	2882.66 	3322.29 	3660.04 	3759.50 	3775.47 	3620.96 	3420.61 	3282.85 	3023.08 	2958.87 	2761.82 	2496.56 	2388.66 
MIO_NAC,TOTAL,EL65	2443.13 	2651.56 	3004.50 	3293.60 	3438.49 	3396.39 	3227.56 	2940.21 	2714.55 	2558.89 	2404.87 	2297.82 	1991.03 	1891.48 
MIO_NAC,TOTAL,ES	486630.00 	498602.00 	530986.00 	541475.00 	549173.00 	559777.00 	522556.00 	481152.00 	444044.00 	411320.00 	386223.00 	360690.00 	337835.00 	313263.00 
MIO_NAC,TOTAL,ES1	40067.10 	41046.80 	43962.90 	44974.20 	45655.90 	46541.40 	43370.20 	39713.90 	36680.80 	34074.90 	32213.00 	30088.20 	28311.20 	26334.70 
MIO_NAC,TOTAL,ES11	24361.20 	24804.70 	26515.70 	27199.10 	27559.30 	27832.90 	26001.20 	23715.90 	21892.20 	20355.50 	19230.00 	17998.80 	16958.00 	15832.20 
MIO_NAC,TOTAL,ES12	10145.30 	10559.40 	11340.00 	11547.90 	11676.90 	12059.80 	11256.80 	10360.10 	9536.30 	8863.50 	8437.90 	7834.90 	7421.10 	6867.20 
MIO_NAC,TOTAL,ES13	5560.60 	5682.70 	6107.20 	6227.30 	6419.70 	6648.70 	6112.20 	5637.90 	5252.30 	4855.80 	4545.00 	4254.40 	3932.10 	3635.30 
MIO_NAC,TOTAL,ES2	57148.10 	58593.10 	61817.10 	62777.90 	63183.60 	64829.40 	60373.50 	55734.40 	51998.50 	48722.50 	46340.90 	43553.70 	40920.80 	38056.60 
MIO_NAC,TOTAL,ES21	30864.50 	31624.50 	33026.80 	33457.40 	33500.80 	34367.70 	32000.40 	29577.10 	27640.90 	25942.30 	24774.20 	23298.50 	22000.00 	20310.20 
MIO_NAC,TOTAL,ES22	8254.80 	8480.70 	9078.00 	9152.50 	9213.10 	9374.60 	8801.60 	8148.80 	7645.50 	7164.70 	6796.90 	6415.50 	6075.00 	5658.80 
MIO_NAC,TOTAL,ES23	3243.00 	3322.70 	3524.70 	3582.80 	3598.70 	3712.70 	3498.40 	3241.30 	2990.40 	2820.40 	2647.40 	2476.30 	2312.70 	2152.20 
MIO_NAC,TOTAL,ES24	14785.80 	15165.30 	16187.60 	16585.10 	16870.90 	17374.30 	16073.10 	14767.30 	13721.80 	12795.00 	12122.40 	11363.40 	10533.10 	9935.40 
MIO_NAC,TOTAL,ES3	98408.60 	100328.40 	104673.90 	105534.60 	107156.30 	106880.60 	98994.10 	91768.90 	84658.60 	78264.50 	73279.80 	69002.60 	64900.20 	59934.00 
MIO_NAC,TOTAL,ES30	98408.60 	100328.40 	104673.90 	105534.60 	107156.30 	106880.60 	98994.10 	91768.90 	84658.60 	78264.50 	73279.80 	69002.60 	64900.20 	59934.00 
MIO_NAC,TOTAL,ES4	47127.30 	48650.80 	52486.70 	54080.60 	54130.80 	54652.40 	51241.70 	46980.70 	43438.10 	40182.10 	37723.70 	35094.30 	32825.30 	30409.80 
MIO_NAC,TOTAL,ES41	23296.30 	24098.20 	25647.50 	26175.30 	26289.00 	26444.30 	25174.80 	23291.60 	21785.30 	20336.40 	19288.60 	18129.20 	17056.70 	15908.90 
MIO_NAC,TOTAL,ES42	16114.10 	16769.00 	18420.30 	19216.80 	19172.70 	19457.90 	17927.90 	16190.80 	14691.80 	13408.70 	12384.30 	11347.10 	10483.90 	9564.60 
MIO_NAC,TOTAL,ES43	7716.90 	7783.50 	8419.00 	8688.50 	8669.10 	8750.30 	8139.00 	7498.40 	6961.00 	6437.00 	6050.80 	5617.90 	5284.60 	4936.40 
MIO_NAC,TOTAL,ES5	147941.50 	151511.70 	161444.30 	165812.20 	168465.00 	173689.30 	162809.60 	149964.00 	138653.80 	128642.00 	120678.20 	112658.80 	105381.90 	98172.50 
MIO_NAC,TOTAL,ES51	93181.80 	95523.90 	101310.50 	103979.50 	105339.10 	107612.40 	100999.40 	92619.30 	85589.00 	79246.30 	74578.60 	69384.00 	65138.70 	60561.30 
MIO_NAC,TOTAL,ES52	42952.30 	44016.90 	47438.40 	49005.60 	50124.70 	52704.30 	49384.80 	45904.70 	42453.50 	39641.30 	37177.50 	34846.00 	32365.60 	30347.20 
MIO_NAC,TOTAL,ES53	11807.40 	11970.90 	12695.40 	12827.10 	13001.30 	13372.60 	12425.30 	11440.10 	10611.30 	9754.40 	8922.10 	8428.70 	7877.50 	7264.10 
MIO_NAC,TOTAL,ES6	76962.30 	79287.90 	85853.20 	87489.00 	89412.20 	91249.40 	85205.70 	78030.10 	70932.70 	65050.20 	60549.50 	55806.10 	51905.10 	47736.90 
MIO_NAC,TOTAL,ES61	63087.40 	65130.30 	70661.30 	71847.50 	73685.70 	75150.80 	70404.50 	64563.10 	58734.70 	53847.00 	50194.70 	46227.20 	43102.10 	39701.80 
MIO_NAC,TOTAL,ES62	12294.00 	12590.40 	13517.10 	13977.10 	14038.80 	14448.10 	13265.20 	12044.60 	10842.20 	9922.60 	9158.20 	8453.60 	7712.80 	6990.30 
MIO_NAC,TOTAL,ES63	835.30 	826.50 	884.60 	879.80 	888.30 	866.50 	797.70 	736.00 	703.10 	666.50 	629.10 	585.70 	563.30 	540.10 
MIO_NAC,TOTAL,ES64	745.60 	740.80 	790.20 	784.50 	799.40 	784.00 	738.30 	686.40 	652.80 	614.10 	567.50 	539.50 	526.90 	504.60 
MIO_NAC,TOTAL,ES7	18373.80 	18604.80 	19928.80 	20227.50 	20603.10 	21377.30 	20033.90 	18432.40 	17227.30 	15979.60 	15088.80 	14099.90 	13195.70 	12228.90 
MIO_NAC,TOTAL,ES70	18373.80 	18604.80 	19928.80 	20227.50 	20603.10 	21377.30 	20033.90 	18432.40 	17227.30 	15979.60 	15088.80 	14099.90 	13195.70 	12228.90 
MIO_NAC,TOTAL,ESZ	601.30 	578.50 	819.00 	579.10 	566.00 	557.10 	527.30 	527.50 	454.00 	404.20 	349.30 	386.50 	394.80 	389.50 
MIO_NAC,TOTAL,ESZZ	601.30 	578.50 	819.00 	579.10 	566.00 	557.10 	527.30 	527.50 	454.00 	404.20 	349.30 	386.50 	394.80 	389.50 
MIO_NAC,TOTAL,FI	101169.00 	100288.00 	96828.00 	92404.00 	90940.00 	91983.00 	86299.00 	81733.00 	77780.00 	73934.00 	70968.00 	69285.00 	67170.00 	63556.00 
MIO_NAC,TOTAL,FI1	100394.05 	99512.04 	96059.20 	91664.86 	90240.23 	91290.98 	85648.20 	81138.96 	77174.84 	73381.54 	70421.04 	68723.05 	66605.64 	63023.56 
MIO_NAC,TOTAL,FI19	22992.26 	22714.52 	22127.29 	20542.70 	20352.09 	20975.67 	19641.45 	18544.73 	17793.50 	16809.98 	16043.81 	15396.02 	14848.56 	14186.46 
MIO_NAC,TOTAL,FI1B	38802.89 	38007.19 	36453.35 	36007.50 	35124.08 	35110.27 	32553.18 	30671.85 	28557.41 	27230.54 	26146.03 	25933.44 	25340.23 	23431.75 
MIO_NAC,TOTAL,FI1C	18745.91 	18971.20 	18410.81 	17314.36 	17363.24 	17446.92 	16588.56 	15901.44 	15333.02 	14560.12 	14197.34 	13840.50 	13351.72 	12745.75 
MIO_NAC,TOTAL,FI1D	19852.99 	19819.12 	19067.75 	17800.30 	17400.81 	17758.12 	16865.01 	16020.94 	15490.91 	14780.90 	14033.86 	13553.09 	13065.13 	12659.60 
MIO_NAC,TOTAL,FI2	726.31 	711.79 	697.70 	676.71 	640.31 	634.23 	591.89 	538.60 	556.31 	501.83 	498.26 	479.37 	472.65 	430.41 
MIO_NAC,TOTAL,FI20	726.31 	711.79 	697.70 	676.71 	640.31 	634.23 	591.89 	538.60 	556.31 	501.83 	498.26 	479.37 	472.65 	430.41 
MIO_NAC,TOTAL,FIZ	48.64 	64.17 	71.10 	62.44 	59.46 	57.78 	58.91 	55.43 	48.85 	50.63 	48.70 	82.58 	91.71 	102.03 
MIO_NAC,TOTAL,FIZZ	48.64 	64.17 	71.10 	62.44 	59.46 	57.78 	58.91 	55.43 	48.85 	50.63 	48.70 	82.58 	91.71 	102.03 
MIO_NAC,TOTAL,FR	: 	1090650.00 	1068929.00 	1040212.00 	1013013.00 	1010192.30 	979930.00 	942012.20 	903162.30 	871162.60 	841720.10 	: 	: 	: 
MIO_NAC,TOTAL,FR1	: 	271468.14 	265932.21 	258204.86 	250999.74 	250590.45 	242710.66 	232871.87 	222435.74 	214135.85 	206901.85 	: 	: 	: 
MIO_NAC,TOTAL,FR10	: 	271468.14 	265932.21 	258204.86 	250999.74 	250590.45 	242710.66 	232871.87 	222435.74 	214135.85 	206901.85 	: 	: 	: 
MIO_NAC,TOTAL,FR2	: 	170083.80 	166749.13 	162430.04 	158357.85 	157995.85 	153399.57 	147624.86 	141851.14 	137048.64 	132484.28 	: 	: 	: 
MIO_NAC,TOTAL,FR21	: 	20891.91 	20480.00 	19954.87 	19456.96 	19423.48 	18863.74 	18161.25 	17459.31 	16873.08 	16310.67 	: 	: 	: 
MIO_NAC,TOTAL,FR22	: 	28080.25 	27529.58 	26821.40 	26152.69 	26104.57 	25348.49 	24408.17 	23477.34 	22701.55 	21955.16 	: 	: 	: 
MIO_NAC,TOTAL,FR23	: 	31372.83 	30761.34 	29942.82 	29188.67 	29161.95 	28304.54 	27228.23 	26155.58 	25278.46 	24444.72 	: 	: 	: 
MIO_NAC,TOTAL,FR24	: 	40662.96 	39857.90 	38816.80 	37840.18 	37791.04 	36691.11 	35299.46 	33891.39 	32739.02 	31650.63 	: 	: 	: 
MIO_NAC,TOTAL,FR25	: 	22689.18 	22248.37 	21674.13 	21129.06 	21015.65 	20399.46 	19622.31 	18844.86 	18183.12 	17563.47 	: 	: 	: 
MIO_NAC,TOTAL,FR26	: 	26386.67 	25871.94 	25220.03 	24590.29 	24499.16 	23792.22 	22905.45 	22022.67 	21273.41 	20559.63 	: 	: 	: 
MIO_NAC,TOTAL,FR3	: 	64066.26 	62809.11 	61117.62 	59497.91 	59371.71 	57601.34 	55358.37 	53086.77 	51238.25 	49497.38 	: 	: 	: 
MIO_NAC,TOTAL,FR30	: 	64066.26 	62809.11 	61117.62 	59497.91 	59371.71 	57601.34 	55358.37 	53086.77 	51238.25 	49497.38 	: 	: 	: 
MIO_NAC,TOTAL,FR4	: 	88846.75 	87113.88 	84861.87 	82759.27 	82622.99 	80219.52 	77201.26 	74189.67 	71702.60 	69336.65 	: 	: 	: 
MIO_NAC,TOTAL,FR41	: 	34946.23 	34267.78 	33390.53 	32562.88 	32489.02 	31538.34 	30346.12 	29155.23 	28166.75 	27225.20 	: 	: 	: 
MIO_NAC,TOTAL,FR42	: 	36137.83 	35431.52 	34508.53 	33645.81 	33583.69 	32603.79 	31367.73 	30128.27 	29107.28 	28143.45 	: 	: 	: 
MIO_NAC,TOTAL,FR43	: 	17762.69 	17414.58 	16962.81 	16550.58 	16550.27 	16077.39 	15487.41 	14906.17 	14428.57 	13967.99 	: 	: 	: 
MIO_NAC,TOTAL,FR5	: 	129901.78 	127318.40 	124019.40 	120861.25 	120406.32 	116893.99 	112430.33 	107869.74 	104063.47 	100527.25 	: 	: 	: 
MIO_NAC,TOTAL,FR51	: 	57706.37 	56555.50 	55069.65 	53671.20 	53531.48 	51972.01 	49991.23 	47971.63 	46304.10 	44751.55 	: 	: 	: 
MIO_NAC,TOTAL,FR52	: 	47722.16 	46770.05 	45558.60 	44387.36 	44198.56 	42887.53 	41242.56 	39555.92 	38144.51 	36835.78 	: 	: 	: 
MIO_NAC,TOTAL,FR53	: 	24473.25 	23992.85 	23391.15 	22802.69 	22676.28 	22034.45 	21196.53 	20342.19 	19614.86 	18939.93 	: 	: 	: 
MIO_NAC,TOTAL,FR6	: 	111719.13 	109509.69 	106648.98 	103925.85 	103578.72 	100518.09 	96705.07 	92850.78 	89634.82 	86633.11 	: 	: 	: 
MIO_NAC,TOTAL,FR61	: 	57384.46 	56243.93 	54800.63 	53429.76 	53251.93 	51718.32 	49805.52 	47888.03 	46266.21 	44739.23 	: 	: 	: 
MIO_NAC,TOTAL,FR62	: 	43935.54 	43066.01 	41903.01 	40800.16 	40683.54 	39440.18 	37896.40 	36315.40 	35024.49 	33836.87 	: 	: 	: 
MIO_NAC,TOTAL,FR63	: 	10399.14 	10199.75 	9945.34 	9695.94 	9643.25 	9359.60 	9003.15 	8647.35 	8344.12 	8057.00 	: 	: 	: 
MIO_NAC,TOTAL,FR7	: 	120431.31 	118079.88 	114956.82 	112080.81 	111938.42 	108613.78 	104486.88 	100359.27 	96969.41 	93769.49 	: 	: 	: 
MIO_NAC,TOTAL,FR71	: 	100889.26 	98916.80 	96274.12 	93856.78 	93781.15 	90979.84 	87507.56 	84029.06 	81188.96 	78512.27 	: 	: 	: 
MIO_NAC,TOTAL,FR72	: 	19542.06 	19163.08 	18682.70 	18224.04 	18157.27 	17633.94 	16979.32 	16330.21 	15780.46 	15257.22 	: 	: 	: 
MIO_NAC,TOTAL,FR8	: 	115211.08 	112870.31 	109899.42 	106951.96 	106261.09 	103077.00 	99106.23 	94988.63 	91436.80 	88185.49 	: 	: 	: 
MIO_NAC,TOTAL,FR81	: 	39806.15 	38919.99 	37917.70 	36882.65 	36649.94 	35608.27 	34301.03 	32891.45 	31656.85 	30515.61 	: 	: 	: 
MIO_NAC,TOTAL,FR82	: 	70308.95 	68948.83 	67100.69 	65314.14 	64922.77 	62925.07 	60440.14 	57911.01 	55756.55 	53794.77 	: 	: 	: 
MIO_NAC,TOTAL,FR83	: 	5095.97 	5001.49 	4881.03 	4755.18 	4688.38 	4543.67 	4365.05 	4186.18 	4023.40 	3875.11 	: 	: 	: 
MIO_NAC,TOTAL,HR	156212.79 	158318.43 	159774.79 	159225.28 	163954.63 	165566.16 	152738.06 	138980.23 	129506.99 	121129.06 	114118.73 	103660.37 	93325.67 	91469.37 
MIO_NAC,TOTAL,HR0	156212.79 	158318.43 	159774.79 	159225.28 	163954.63 	165566.16 	152738.06 	138980.23 	129506.99 	121129.06 	114118.73 	103660.37 	93325.67 	91469.37 
MIO_NAC,TOTAL,HU	12642084.00 	12182612.00 	11926884.00 	11539910.00 	11563381.00 	11988646.00 	11372659.00 	10682943.00 	10040319.00 	9266759.00 	8501682.00 	7532091.00 	6743649.00 	5778194.00 
MIO_NAC,TOTAL,HU1	6030623.00 	5814295.00 	5762477.00 	5595366.00 	5650528.00 	5807856.00 	5454782.00 	5018066.00 	4651110.00 	4206659.00 	3785357.00 	3374609.00 	3056334.00 	2586689.00 
MIO_NAC,TOTAL,HU10	6030623.00 	5814295.00 	5762477.00 	5595366.00 	5650528.00 	5807856.00 	5454782.00 	5018066.00 	4651110.00 	4206659.00 	3785357.00 	3374609.00 	3056334.00 	2586689.00 
MIO_NAC,TOTAL,HU2	3240001.00 	3134967.00 	3035798.00 	2906655.00 	2874142.00 	3052750.00 	2926995.00 	2774289.00 	2629394.00 	2475710.00 	2295734.00 	2037774.00 	1832171.00 	1594153.00 
MIO_NAC,TOTAL,HU21	1240333.00 	1203794.00 	1164594.00 	1108610.00 	1082319.00 	1166524.00 	1118266.00 	1062510.00 	1002729.00 	925413.00 	849607.00 	757851.00 	686847.00 	607832.00 
MIO_NAC,TOTAL,HU22	1177491.00 	1140700.00 	1097726.00 	1025828.00 	1014844.00 	1087105.00 	1033734.00 	979853.00 	926052.00 	887440.00 	830120.00 	734973.00 	664513.00 	576712.00 
MIO_NAC,TOTAL,HU23	822177.00 	790473.00 	773478.00 	772217.00 	776979.00 	799121.00 	774995.00 	731926.00 	700613.00 	662857.00 	616007.00 	544950.00 	480811.00 	409609.00 
MIO_NAC,TOTAL,HU3	3371460.00 	3233350.00 	3128609.00 	3037889.00 	3038711.00 	3128040.00 	2990882.00 	2890588.00 	2759815.00 	2584390.00 	2420591.00 	2119708.00 	1855144.00 	1597352.00 
MIO_NAC,TOTAL,HU31	1010881.00 	964204.00 	950804.00 	916951.00 	913985.00 	948868.00 	906785.00 	877647.00 	842981.00 	789760.00 	737982.00 	650045.00 	573789.00 	496762.00 
MIO_NAC,TOTAL,HU32	1220936.00 	1172883.00 	1119728.00 	1106429.00 	1105204.00 	1125461.00 	1085816.00 	1042026.00 	987056.00 	922913.00 	870483.00 	753069.00 	663749.00 	566296.00 
MIO_NAC,TOTAL,HU33	1139643.00 	1096263.00 	1058077.00 	1014509.00 	1019522.00 	1053711.00 	998281.00 	970915.00 	929778.00 	871717.00 	812126.00 	716594.00 	617606.00 	534294.00 
MIO_NAC,TOTAL,HUZ	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
MIO_NAC,TOTAL,HUZZ	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
MIO_NAC,TOTAL,IE	68335.52 	67941.39 	68422.79 	68394.62 	74016.70 	81374.71 	79302.45 	72400.09 	65831.60 	59007.66 	54316.92 	49909.30 	46486.02 	41592.37 
MIO_NAC,TOTAL,IE0	68335.52 	67941.39 	68422.79 	68394.62 	74016.70 	81374.71 	79302.45 	72400.09 	65831.60 	59007.66 	54316.92 	49909.30 	46486.02 	41592.37 
MIO_NAC,TOTAL,IE01	13813.91 	13500.67 	13825.31 	14234.06 	15385.87 	16679.44 	16645.91 	15340.06 	13930.33 	12687.18 	11501.02 	10182.33 	9288.43 	8361.06 
MIO_NAC,TOTAL,IE02	54521.62 	54440.72 	54597.47 	54160.56 	58630.83 	64695.27 	62656.55 	57060.03 	51901.27 	46320.48 	42815.89 	39726.97 	37197.59 	33231.31 
MIO_NAC,TOTAL,IT	638007.00 	643065.60 	651472.10 	642340.98 	634813.90 	639167.20 	617218.02 	594753.30 	569284.70 	545614.20 	526370.10 	505315.60 	482891.20 	457998.20 
MIO_NAC,TOTAL,ITC	207011.80 	208430.70 	210121.80 	207025.61 	202821.48 	202894.08 	195423.60 	189291.38 	182181.17 	174686.72 	169131.34 	163541.29 	156401.65 	148313.17 
MIO_NAC,TOTAL,ITC1	49907.20 	50319.20 	51249.30 	50213.75 	48558.30 	50251.43 	48286.53 	46531.10 	44872.72 	43321.49 	42078.48 	41257.04 	40080.46 	38600.42 
MIO_NAC,TOTAL,ITC2	1631.10 	1648.20 	1662.60 	1658.83 	1640.89 	1602.51 	1561.48 	1559.76 	1500.87 	1466.65 	1463.02 	1448.92 	1364.43 	1322.38 
MIO_NAC,TOTAL,ITC3	17446.00 	17570.80 	17612.30 	17324.22 	17549.53 	17398.97 	16922.06 	16225.82 	15235.26 	14645.89 	14383.02 	14160.10 	13570.09 	13096.54 
MIO_NAC,TOTAL,ITC4	138027.50 	138892.50 	139597.60 	137828.81 	135072.76 	133641.17 	128653.53 	124974.70 	120572.33 	115252.69 	111206.82 	106675.23 	101386.67 	95293.84 
MIO_NAC,TOTAL,ITF	101181.20 	102093.00 	104734.70 	104036.54 	104306.14 	106885.75 	105406.42 	101831.48 	97850.12 	93312.16 	90262.90 	86009.10 	81697.61 	77119.04 
MIO_NAC,TOTAL,ITF1	12251.70 	12337.60 	12735.50 	12122.69 	11907.41 	12367.95 	11770.54 	11374.49 	10885.20 	10077.85 	9970.33 	9606.01 	9162.87 	8658.53 
MIO_NAC,TOTAL,ITF2	2350.10 	2381.30 	2523.60 	2564.54 	2546.96 	2724.74 	2698.57 	2590.55 	2406.79 	2425.04 	2338.83 	2205.78 	2143.67 	2007.82 
MIO_NAC,TOTAL,ITF3	40215.70 	40546.90 	41739.80 	41928.33 	42204.00 	43244.86 	43204.17 	41867.83 	39857.93 	37827.55 	36337.54 	34681.98 	32979.00 	30996.21 
MIO_NAC,TOTAL,ITF4	29432.40 	29665.40 	29981.90 	29594.24 	29245.79 	29734.32 	29118.93 	28078.44 	27144.14 	26211.81 	25365.97 	24038.28 	22767.09 	21341.97 
MIO_NAC,TOTAL,ITF5	4151.80 	4223.10 	4454.80 	4524.93 	4594.45 	4726.10 	4771.28 	4664.24 	4520.93 	4392.09 	4270.40 	4097.14 	3906.91 	3776.15 
MIO_NAC,TOTAL,ITF6	12779.50 	12938.70 	13299.10 	13301.80 	13807.53 	14087.78 	13842.94 	13255.92 	13035.13 	12377.82 	11979.85 	11379.91 	10738.08 	10338.35 
MIO_NAC,TOTAL,ITG	48878.60 	49357.00 	50353.10 	50834.95 	51169.06 	52444.08 	50651.57 	49450.29 	46591.67 	44559.47 	42624.60 	40623.72 	38413.30 	35946.39 
MIO_NAC,TOTAL,ITG1	35444.80 	35759.20 	36671.70 	36951.91 	37324.17 	38413.92 	37047.55 	36165.72 	33819.99 	32383.73 	30903.25 	29596.63 	27895.09 	26046.96 
MIO_NAC,TOTAL,ITG2	13433.80 	13597.80 	13681.40 	13883.04 	13844.89 	14030.16 	13604.03 	13284.57 	12771.68 	12175.74 	11721.35 	11027.08 	10518.21 	9899.43 
MIO_NAC,TOTAL,ITH	144467.60 	145440.70 	146505.20 	142127.12 	139573.98 	139909.21 	133530.80 	127484.05 	121776.75 	116770.23 	112222.28 	108492.53 	104151.16 	99449.37 
MIO_NAC,TOTAL,ITH1	8105.70 	8128.90 	8049.00 	7758.96 	7480.64 	7282.57 	6979.67 	6662.43 	6378.16 	6195.75 	5893.83 	5751.26 	5504.60 	5321.25 
MIO_NAC,TOTAL,ITH2	6928.50 	6977.00 	7114.00 	6814.63 	6680.62 	6501.88 	6181.78 	6023.81 	5774.27 	5638.11 	5361.12 	5135.94 	4887.22 	4684.27 
MIO_NAC,TOTAL,ITH3	57863.40 	58286.30 	58808.40 	56912.71 	56756.30 	57191.04 	53757.84 	51141.55 	49068.02 	47081.68 	45420.49 	43386.13 	42140.73 	40171.50 
MIO_NAC,TOTAL,ITH4	15178.50 	15292.70 	15659.90 	15464.59 	14965.01 	15110.25 	14752.62 	14273.87 	13516.50 	13059.31 	12488.31 	12085.30 	11730.19 	11077.82 
MIO_NAC,TOTAL,ITH5	56391.50 	56755.80 	56873.90 	55176.23 	53691.41 	53823.47 	51858.89 	49382.39 	47039.80 	44795.37 	43058.53 	42133.91 	39888.42 	38194.54 
MIO_NAC,TOTAL,ITI	135926.00 	137216.80 	139197.10 	137743.07 	136354.79 	136466.16 	131891.65 	126405.42 	120553.17 	115971.67 	111839.01 	106302.75 	101963.39 	96854.94 
MIO_NAC,TOTAL,ITI1	40278.70 	40581.50 	41029.60 	40212.09 	39752.99 	40238.26 	38780.53 	37653.22 	35950.01 	34560.19 	33119.85 	31289.26 	30205.60 	28906.46 
MIO_NAC,TOTAL,ITI2	8423.50 	8521.70 	8757.80 	8633.75 	8646.79 	8837.61 	8572.22 	8083.30 	7578.14 	7241.29 	7021.49 	6761.65 	6627.68 	6378.91 
MIO_NAC,TOTAL,ITI3	15337.70 	15426.00 	15519.40 	15218.35 	14966.94 	15176.64 	14645.18 	14060.30 	13093.01 	12750.80 	12376.48 	11717.70 	11237.76 	10859.09 
MIO_NAC,TOTAL,ITI4	71886.10 	72687.60 	73890.30 	73678.88 	72988.07 	72213.65 	69893.72 	66608.60 	63932.00 	61419.40 	59321.19 	56534.15 	53892.35 	50710.48 
MIO_NAC,TOTAL,ITZ	541.80 	527.40 	558.00 	575.62 	589.21 	568.44 	313.46 	290.63 	332.76 	313.49 	286.16 	348.03 	262.73 	314.63 
MIO_NAC,TOTAL,ITZZ	541.80 	527.40 	558.00 	575.62 	589.21 	568.44 	313.46 	290.63 	332.76 	313.49 	286.16 	348.03 	262.73 	314.63 
MIO_NAC,TOTAL,LT	13742.62 	12977.05 	12296.09 	11469.97 	11978.25 	14355.07 	12325.90 	10277.30 	8520.02 	7310.09 	6443.04 	5810.31 	5365.29 	5222.85 
